unit,hlth_pb,age,sex,time\geo;EU27 ;BE ;BG ;CZ ;DK ;DE ;EE ;EL ;ES ;FR ;IT ;CY ;LV ;LT ;LU ;HU ;MT ;NL ;AT ;PL ;PT ;RO ;SI ;SK ;FI ;SE ;UK ;EEA ;IS ;NO 
THS,PB2730,Y_GE15,M,2012;3875.8 e;74.2 ;32.7 ;37.4 ;52.3 ;875.4 ;6.3 ;38.9 ;418.1 ;598.3 ;283.7 ;7.9 ;15.0 ;22.3 ;3.5 ;79.7 ;1.0 u;172.7 ;66.1 ;201.3 ;66.2 ;58.0 ;12.1 ;32.1 ;42.6 ;75.8 ;602.3 ;3914.2 e;3.8 ;34.6 
THS,PB2730,Y_GE15,T,2012;8939.4 e;230.8 ;103.7 ;95.1 ;100.6 ;1953.6 ;20.0 ;132.3 ;837.3 ;1404.8 ;743.4 ;16.6 ;36.6 ;57.0 ;7.7 ;156.8 ;3.5 u;341.0 ;145.0 ;596.3 ;166.6 ;162.3 ;37.3 ;109.4 ;100.8 ;154.9 ;1226.0 ;9024.6 e;9.5 ;75.7 
THS,PB2730,Y_GE65,F,2012;2440.9 e;58.5 ;33.7 ;28.3 u;24.8 ;655.4 ;7.3 u;41.2 ;173.9 ;311.0 ;282.7 ;4.1 ;8.8 u;15.8 ;1.7 u;43.9 ;: u;66.7 ;41.7 ;180.6 ;44.5 ;25.5 u;12.1 ;22.7 u;24.6 u;57.9 ;273.0 ;2464.9 e;1.8 u;22.1 u
THS,PB2730,Y_GE65,M,2012;2253.2 e;44.0 ;19.4 ;23.1 u;34.1 ;626.5 ;3.2 u;27.8 ;215.8 ;336.5 ;162.3 ;3.1 ;8.4 u;15.4 ;1.0 u;39.7 ;: u;83.9 ;36.7 ;108.2 ;34.4 ;11.0 u;6.2 ;5.5 u;23.4 u;51.8 ;331.2 ;2274.3 e;1.8 u;19.3 u
THS,PB2730,Y_GE65,T,2012;4694.1 e;102.5 ;53.1 ;51.4 u;58.9 ;1282.0 ;10.5 u;69.1 ;389.7 ;647.4 ;445.0 ;7.2 ;17.2 u;31.2 ;2.7 u;83.6 ;: u;150.5 ;78.4 ;288.8 ;78.9 ;36.5 u;18.3 ;28.2 u;48.0 u;109.7 ;604.2 ;4739.2 e;3.6 u;41.4 u
THS,PB2790,Y15-44,F,2012;4335.8 e;99.3 ;35.3 ;94.6 ;61.3 ;776.6 ;12.5 ;70.2 ;589.8 ;524.9 ;254.6 ;6.6 u;22.2 ;25.3 ;4.4 ;65.3 ;1.7 u;287.2 ;65.1 ;232.9 ;51.8 ;40.7 u;15.5 ;51.2 ;43.6 ;122.4 ;780.9 ;4444.4 e;4.5 ;104.1 
THS,PB2790,Y15-44,M,2012;3214.4 e;66.5 ;42.8 ;63.2 ;37.3 ;678.6 ;8.9 ;43.9 ;408.1 ;372.5 ;185.2 ;4.9 u;20.3 ;13.2 ;5.7 ;47.3 ;1.3 u;151.0 ;35.0 ;263.8 ;50.1 ;36.5 u;10.7 ;49.0 ;63.4 ;70.8 ;484.1 ;3275.9 e;2.5 ;59.1 
THS,PB2790,Y15-44,T,2012;7550.1 e;165.8 ;78.1 ;157.8 ;98.5 ;1455.2 ;21.4 ;114.1 ;997.9 ;897.4 ;439.8 ;11.5 u;42.5 ;38.4 ;10.1 ;112.6 ;2.9 u;438.2 ;100.1 ;496.8 ;101.9 ;77.2 u;26.3 ;100.3 ;107.0 ;193.2 ;1265.0 ;7720.3 e;7.0 ;163.2 
THS,PB2790,Y45-64,F,2012;5550.7 e;116.7 ;77.8 ;82.0 ;84.4 ;918.6 ;18.0 ;146.7 ;757.4 ;761.0 ;343.1 ;20.2 ;27.9 ;37.1 ;5.0 ;71.3 ;2.9 ;290.0 ;70.9 ;394.1 ;102.8 ;75.3 ;21.0 ;109.5 ;104.4 ;131.0 ;781.6 ;5630.2 e;4.5 ;74.9 
THS,PB2790,Y45-64,M,2012;3976.0 e;54.0 ;56.9 ;58.3 ;58.3 ;825.8 ;14.2 ;72.6 ;507.5 ;498.4 ;217.9 ;12.6 ;22.6 ;20.1 ;3.6 ;48.1 ;2.3 ;150.7 ;63.6 ;353.5 ;138.4 ;43.5 ;7.6 ;57.4 ;60.2 ;74.3 ;553.4 ;4033.7 e;2.0 ;55.7 
